DealID,LeadSource,DealStage,Amount,CloseDate,EntryDate,Salesperson
3252,Referral,Prospect,60,2024-04-20,2024-04-18,Jon Boyd
2372,Referral,Negotiating,60,2023-07-12,2023-07-08,Jon Boyd
5767,Referral,Closed Won,60,2023-10-16,2023-10-09,Jon Boyd
3743,Referral,Closed Won,60,2023-01-22,2023-01-16,Jon Boyd
6968,Referral,Negotiating,60,2023-07-21,2023-07-17,Jon Boyd
2177,Referral,Closed Won,60,2023-10-22,2023-10-16,Jon Boyd
2713,Referral,Negotiating,60,2024-08-02,2024-07-30,Jon Boyd
3433,Referral,Prospect,60,2024-12-10,2024-12-09,Jon Boyd
4081,Referral,Closed Won,60,2023-09-30,2023-09-26,Jon Boyd
3691,Referral,Negotiating,60,2021-11-03,2021-10-31,Jon Boyd
6525,Referral,Closed Won,60,2023-07-14,2023-07-08,Jon Boyd
7294,Referral,Closed Won,60,2023-01-30,2023-01-24,Jon Boyd
5239,Referral,Closed Won,60,2020-09-25,2020-09-21,Jon Boyd
2768,Referral,Lead,1924,2024-01-19,2024-01-16,Jon Boyd
3740,Referral,Closed Won,60,2023-12-14,2023-12-10,Jon Boyd
3569,Referral,Prospect,60,2024-07-04,2024-07-04,Jon Boyd
7921,Referral,Negotiating,60,2024-09-22,2024-09-16,Jon Boyd
7774,Referral,Closed Won,60,2023-12-03,2023-11-26,Jon Boyd
3818,Referral,Closed Won,60,2021-09-20,2021-09-16,Jon Boyd
3344,Referral,Negotiating,60,2023-09-02,2023-08-28,Jon Boyd
1780,Referral,Closed Won,60,2023-11-17,2023-11-12,Jon Boyd
36,Referral,Lead,1098,2023-12-11,2023-12-09,Jon Boyd
6104,Referral,Negotiating,60,2024-09-27,2024-09-21,Jon Boyd
2074,Referral,Negotiating,60,2024-11-13,2024-11-08,Jon Boyd
3152,Referral,Lead,1800,2021-12-19,2021-12-16,Jon Boyd
4394,Referral,Closed Won,60,2023-09-13,2023-09-09,Jon Boyd
9926,Referral,Lead,1088,2021-03-24,2021-03-21,Jon Boyd
8746,Referral,Negotiating,60,2021-11-26,2021-11-23,Jon Boyd
7670,Referral,Negotiating,60,2021-11-30,2021-11-28,Jon Boyd
1758,Referral,Lead,42,2021-07-16,2021-07-14,Jon Boyd
5903,Referral,Prospect,60,2024-11-07,2024-11-07,Jon Boyd
6850,Referral,Closed Won,60,2020-04-26,2020-04-21,Jon Boyd
4883,Referral,Negotiating,60,2024-11-06,2024-11-03,Jon Boyd
5594,Referral,Negotiating,60,2024-11-26,2024-11-20,Jon Boyd
4657,Referral,Closed Won,60,2021-05-08,2021-05-04,Jon Boyd
8284,Referral,Negotiating,60,2021-12-27,2021-12-22,Jon Boyd
2396,Referral,Closed Won,60,2021-11-20,2021-11-15,Jon Boyd
719,Referral,Closed Won,60,2020-06-08,2020-06-03,Jon Boyd
2940,Referral,Closed Won,60,2023-12-13,2023-12-07,Jon Boyd
5873,Referral,Closed Won,60,2024-04-04,2024-03-31,Jon Boyd
4304,Referral,Prospect,60,2023-10-05,2023-10-05,Jon Boyd
279,Referral,Negotiating,60,2024-10-18,2024-10-14,Jon Boyd
8574,Referral,Lead,25,2021-10-23,2021-10-21,Jon Boyd
5909,Referral,Closed Won,60,2023-12-08,2023-12-03,Jon Boyd
8497,Referral,Negotiating,60,2020-03-09,2020-03-06,Jon Boyd
3164,Referral,Closed Won,60,2020-09-26,2020-09-22,Jon Boyd
7720,Referral,Closed Won,60,2021-01-11,2021-01-06,Jon Boyd
7830,Referral,Closed Won,60,2021-05-02,2021-04-27,Jon Boyd
7931,Referral,Negotiating,60,2023-03-28,2023-03-26,Jon Boyd
448,Referral,Negotiating,60,2023-04-04,2023-04-02,Jon Boyd
7638,Referral,Closed Won,60,2024-03-09,2024-03-03,Jon Boyd
7394,Referral,Negotiating,60,2024-05-07,2024-05-03,Jon Boyd
2866,Referral,Prospect,60,2024-08-14,2024-08-14,Jon Boyd
1619,Referral,Negotiating,59,2023-09-15,2023-09-11,Jon Boyd
8954,Cold Call,Negotiating,59,2024-12-29,2024-12-23,Jon Boyd
8344,Referral,Closed Won,59,2020-03-26,2020-03-22,Jon Boyd
2781,Referral,Prospect,59,2024-05-09,2024-05-07,Jon Boyd
865,Referral,Negotiating,59,2023-01-08,2023-01-06,Jon Boyd
2458,Referral,Closed Won,59,2024-03-23,2024-03-18,Jon Boyd
8877,Referral,Closed Won,59,2023-08-20,2023-08-14,Jon Boyd
5134,Referral,Negotiating,59,2024-12-01,2024-11-27,Jon Boyd
3454,Referral,Negotiating,59,2021-03-03,2021-03-02,Jon Boyd
3180,Referral,Negotiating,59,2024-12-12,2024-12-06,Jon Boyd
4582,Referral,Lead,26,2023-09-23,2023-09-20,Jon Boyd
298,Referral,Lead,28,2020-12-29,2020-12-27,Jon Boyd
6782,Referral,Negotiating,58,2023-09-09,2023-09-04,Jon Boyd
2431,Referral,Negotiating,58,2024-05-21,2024-05-14,Jon Boyd
1045,Referral,Prospect,58,2024-07-13,2024-07-10,Jon Boyd
9715,Referral,Closed Won,58,2020-11-11,2020-11-06,Jon Boyd
3612,Referral,Negotiating,58,2023-12-02,2023-11-30,Jon Boyd
6950,Referral,Prospect,58,2024-11-20,2024-11-20,Jon Boyd
3977,Referral,Lead,40,2023-10-25,2023-10-23,Jon Boyd
1109,Referral,Closed Won,58,2023-11-25,2023-11-20,Jon Boyd
2788,Referral,Closed Won,58,2020-12-07,2020-12-03,Jon Boyd
4175,Referral,Prospect,58,2023-07-02,2023-07-02,Jon Boyd
3082,Referral,Negotiating,58,2024-06-03,2024-05-28,Jon Boyd
6253,Referral,Prospect,58,2020-04-08,2020-04-08,Jon Boyd
761,Referral,Closed Won,58,2021-09-06,2021-09-01,Jon Boyd
9231,Referral,Prospect,58,2024-07-27,2024-07-24,Jon Boyd
7591,Referral,Closed Won,58,2023-09-10,2023-09-06,Jon Boyd
2722,Referral,Negotiating,58,2020-11-09,2020-11-05,Jon Boyd
1157,Referral,Lead,62,2020-12-22,2020-12-21,Jon Boyd
2076,Referral,Closed Won,58,2020-12-06,2020-12-02,Jon Boyd
6545,Referral,Negotiating,58,2024-05-19,2024-05-15,Jon Boyd
544,Referral,Closed Won,58,2020-05-17,2020-05-12,Jon Boyd
1635,Referral,Prospect,58,2023-05-09,2023-05-09,Jon Boyd
4788,Referral,Closed Won,58,2021-12-17,2021-12-12,Jon Boyd
7843,Referral,Negotiating,58,2020-04-24,2020-04-20,Jon Boyd
750,Referral,Negotiating,58,2024-10-07,2024-10-03,Jon Boyd
5718,Referral,Negotiating,58,2021-10-13,2021-10-10,Jon Boyd
7639,Referral,Closed Won,58,2024-03-09,2024-03-03,Jon Boyd
3926,Referral,Closed Won,58,2020-09-22,2020-09-18,Jon Boyd
5650,Referral,Negotiating,58,2024-07-20,2024-07-18,Jon Boyd
9112,Referral,Lead,23,2020-10-16,2020-10-14,Jon Boyd
3073,Referral,Closed Won,58,2020-11-23,2020-11-18,Jon Boyd
6051,Referral,Closed Won,58,2021-05-01,2021-04-26,Jon Boyd
2646,Referral,Negotiating,58,2020-09-13,2020-09-08,Jon Boyd
7288,Referral,Closed Won,58,2023-06-26,2023-06-21,Jon Boyd
122,Referral,Lead,227,2023-06-16,2023-06-13,Jon Boyd
870,Referral,Lead,1141,2023-09-06,2023-09-04,Jon Boyd
402,Referral,Negotiating,58,2023-09-11,2023-09-09,Jon Boyd
9716,Referral,Closed Won,58,2023-11-13,2023-11-08,Jon Boyd
4797,Referral,Closed Won,58,2023-05-20,2023-05-15,Jon Boyd
6237,Referral,Closed Won,58,2023-02-28,2023-02-24,Jon Boyd
270,Referral,Negotiating,58,2024-12-14,2024-12-10,Jon Boyd
5838,Referral,Negotiating,58,2024-12-04,2024-11-28,Jon Boyd
2043,Referral,Closed Won,58,2021-10-09,2021-10-03,Jon Boyd
4143,Referral,Closed Won,57,2020-05-24,2020-05-20,Jon Boyd
5676,Referral,Closed Won,57,2020-06-03,2020-05-29,Jon Boyd
5450,Referral,Closed Won,57,2020-09-20,2020-09-13,Jon Boyd
7544,Referral,Negotiating,57,2024-12-07,2024-12-03,Jon Boyd
3795,Online Ad,Closed Won,57,2020-02-03,2020-01-28,Jon Boyd
2454,Referral,Closed Won,57,2024-03-23,2024-03-18,Jon Boyd
752,Referral,Negotiating,57,2024-10-07,2024-10-03,Jon Boyd
8608,Referral,Closed Won,57,2020-06-10,2020-06-05,Jon Boyd
301,Referral,Closed Won,57,2023-11-04,2023-10-29,Jon Boyd
4555,Referral,Negotiating,57,2023-03-02,2023-02-28,Jon Boyd
9240,Referral,Negotiating,57,2024-11-03,2024-10-28,Jon Boyd
9544,Referral,Closed Won,57,2021-08-11,2021-08-07,Jon Boyd
6475,Online Ad,Lead,62,2020-01-16,2020-01-15,Jon Boyd
5510,Referral,Negotiating,57,2024-05-21,2024-05-16,Jon Boyd
5000,Referral,Closed Won,57,2023-02-05,2023-02-01,Jon Boyd
6222,Referral,Negotiating,57,2024-09-19,2024-09-15,Jon Boyd
9301,Referral,Negotiating,57,2021-04-23,2021-04-19,Jon Boyd
6208,Referral,Negotiating,57,2023-10-25,2023-10-21,Jon Boyd
3450,Referral,Closed Won,57,2020-09-15,2020-09-09,Jon Boyd
4714,Referral,Closed Won,57,2020-12-22,2020-12-17,Jon Boyd
6455,Referral,Prospect,57,2024-08-04,2024-08-01,Jon Boyd
423,Referral,Negotiating,57,2024-10-24,2024-10-20,Jon Boyd
2243,Referral,Negotiating,57,2024-11-26,2024-11-22,Jon Boyd
8138,Referral,Closed Won,57,2020-11-14,2020-11-10,Jon Boyd
3981,Referral,Closed Won,57,2020-12-28,2020-12-24,Jon Boyd
5578,Referral,Closed Won,57,2023-12-17,2023-12-13,Jon Boyd
2021,Referral,Lead,1606,2023-09-22,2023-09-20,Jon Boyd
2401,Referral,Negotiating,56,2024-09-16,2024-09-10,Jon Boyd
8536,Referral,Closed Won,56,2020-05-21,2020-05-17,Jon Boyd
6714,Referral,Prospect,56,2024-12-15,2024-12-15,Jon Boyd
3037,Referral,Closed Won,56,2021-06-17,2021-06-12,Jon Boyd
2696,Referral,Lead,30,2023-02-10,2023-02-08,Jon Boyd
6361,Referral,Closed Won,56,2021-12-16,2021-12-11,Jon Boyd
5558,Referral,Closed Won,56,2021-12-19,2021-12-15,Jon Boyd
2848,Referral,Closed Won,56,2024-04-16,2024-04-09,Jon Boyd
8376,Referral,Closed Won,56,2021-01-11,2021-01-06,Jon Boyd
6523,Referral,Closed Won,56,2024-01-19,2024-01-17,Jon Boyd
5429,Referral,Lead,47,2023-09-05,2023-09-03,Jon Boyd
9792,Referral,Negotiating,56,2020-05-24,2020-05-22,Jon Boyd
6848,Referral,Closed Won,56,2023-07-23,2023-07-19,Jon Boyd
727,Referral,Negotiating,56,2024-09-21,2024-09-17,Jon Boyd
5600,Referral,Prospect,56,2020-10-04,2020-10-04,Jon Boyd
6914,Referral,Closed Won,56,2021-06-17,2021-06-13,Jon Boyd
8823,Referral,Negotiating,56,2024-11-08,2024-11-04,Jon Boyd
4427,Referral,Prospect,56,2024-05-20,2024-05-19,Jon Boyd
412,Referral,Negotiating,56,2024-12-13,2024-12-09,Jon Boyd
1197,Referral,Prospect,56,2021-09-16,2021-09-16,Jon Boyd
4252,Referral,Prospect,56,2021-10-24,2021-10-24,Jon Boyd
4993,Referral,Closed Won,56,2021-12-26,2021-12-19,Jon Boyd
2996,Referral,Closed Won,56,2020-07-22,2020-07-15,Jon Boyd
7603,Referral,Closed Won,56,2020-09-23,2020-09-18,Jon Boyd
3119,Referral,Lead,1124,2021-06-13,2021-06-12,Jon Boyd
8524,Referral,Negotiating,56,2024-09-26,2024-09-22,Jon Boyd
9183,Referral,Negotiating,56,2024-08-12,2024-08-08,Jon Boyd
9532,Referral,Negotiating,56,2024-11-01,2024-10-27,Jon Boyd
9986,Referral,Closed Won,56,2021-05-24,2021-05-18,Jon Boyd
1645,Referral,Lead,3150,2021-03-21,2021-03-20,Jon Boyd
8110,Referral,Negotiating,56,2024-11-24,2024-11-19,Jon Boyd
18,Referral,Negotiating,56,2020-05-16,2020-05-14,Jon Boyd
7230,Referral,Lead,23,2020-07-23,2020-07-21,Jon Boyd
6019,Referral,Closed Won,55,2020-04-13,2020-04-07,Jon Boyd
471,Referral,Closed Won,55,2021-12-25,2021-12-21,Jon Boyd
2048,Referral,Closed Won,55,2023-07-22,2023-07-18,Jon Boyd
1067,Referral,Closed Won,55,2021-04-22,2021-04-17,Jon Boyd
4054,Referral,Closed Won,55,2020-10-04,2020-09-30,Jon Boyd
1461,Referral,Closed Won,55,2021-12-09,2021-12-02,Jon Boyd
2995,Referral,Negotiating,55,2023-09-14,2023-09-10,Jon Boyd
8668,Referral,Negotiating,55,2023-12-25,2023-12-23,Jon Boyd
3151,Referral,Lead,2025,2021-12-19,2021-12-16,Jon Boyd
9953,Referral,Negotiating,55,2021-12-17,2021-12-15,Jon Boyd
4150,Referral,Negotiating,55,2024-10-29,2024-10-24,Jon Boyd
610,Referral,Closed Won,55,2020-05-28,2020-05-24,Jon Boyd
6230,Referral,Closed Won,55,2023-01-28,2023-01-23,Jon Boyd
2536,Referral,Lead,46,2021-09-09,2021-09-07,Jon Boyd
9039,Referral,Prospect,55,2024-11-22,2024-11-22,Jon Boyd
746,Referral,Closed Won,55,2023-09-02,2023-08-28,Jon Boyd
3650,Referral,Closed Won,55,2021-11-28,2021-11-23,Jon Boyd
7034,Referral,Closed Won,55,2023-11-17,2023-11-12,Jon Boyd
8522,Referral,Closed Won,55,2023-01-16,2023-01-12,Jon Boyd
2477,Referral,Lead,1101,2023-11-07,2023-11-04,Jon Boyd
6698,Referral,Closed Won,55,2023-12-08,2023-12-03,Jon Boyd
4790,Referral,Closed Won,55,2021-12-17,2021-12-12,Jon Boyd
5763,Referral,Prospect,55,2024-08-16,2024-08-13,Jon Boyd
7113,Referral,Closed Won,55,2023-04-27,2023-04-20,Jon Boyd
7077,Referral,Closed Won,55,2023-05-18,2023-05-13,Jon Boyd
3532,Referral,Prospect,55,2023-05-29,2023-05-29,Jon Boyd
6033,Referral,Prospect,55,2024-04-26,2024-04-24,Jon Boyd
9768,Referral,Negotiating,55,2024-12-16,2024-12-10,Jon Boyd
2186,Referral,Negotiating,55,2024-08-05,2024-08-02,Jon Boyd
6982,Referral,Lead,30,2020-11-09,2020-11-08,Jon Boyd
1811,Referral,Closed Won,55,2023-10-30,2023-10-24,Jon Boyd
2225,Referral,Negotiating,55,2024-08-06,2024-08-01,Jon Boyd
7473,Referral,Lead,1500,2023-07-04,2023-07-02,Jon Boyd
5519,Referral,Negotiating,55,2024-12-10,2024-12-05,Jon Boyd
2382,Referral,Closed Won,55,2023-05-11,2023-05-07,Jon Boyd
4127,Referral,Prospect,55,2024-05-10,2024-05-07,Jon Boyd
7335,Referral,Closed Won,55,2021-04-18,2021-04-12,Jon Boyd
2772,Referral,Closed Won,55,2023-09-11,2023-09-04,Jon Boyd
6633,Referral,Negotiating,54,2023-05-09,2023-05-07,Jon Boyd
162,Referral,Negotiating,54,2022-01-01,2021-12-29,Jon Boyd
4462,Referral,Prospect,54,2024-10-02,2024-09-29,Jon Boyd
2434,Referral,Negotiating,54,2024-06-02,2024-05-29,Jon Boyd
7377,Referral,Prospect,54,2024-11-06,2024-11-03,Jon Boyd
4297,Referral,Negotiating,54,2024-09-11,2024-09-05,Jon Boyd
9700,Referral,Negotiating,54,2024-12-20,2024-12-16,Jon Boyd
45,Referral,Lead,46,2023-03-14,2023-03-12,Jon Boyd
1987,Referral,Lead,1440,2023-07-28,2023-07-26,Jon Boyd
9516,Online Ad,Closed Won,54,2020-02-25,2020-02-18,Jon Boyd
3440,Referral,Prospect,54,2024-10-31,2024-10-31,Jon Boyd
5669,Referral,Closed Won,54,2023-06-16,2023-06-12,Jon Boyd
4294,Referral,Closed Won,54,2024-03-17,2024-03-11,Jon Boyd
4596,Referral,Closed Won,54,2024-01-01,2023-12-27,Jon Boyd
1801,Referral,Negotiating,54,2023-08-11,2023-08-09,Jon Boyd
1162,Referral,Negotiating,54,2020-09-06,2020-09-02,Jon Boyd
257,Referral,Closed Won,54,2021-12-05,2021-11-29,Jon Boyd
7660,Referral,Negotiating,54,2024-06-06,2024-06-02,Jon Boyd
5072,Referral,Closed Won,54,2020-08-13,2020-08-09,Jon Boyd
3971,Referral,Closed Won,54,2020-11-27,2020-11-23,Jon Boyd
2505,Referral,Negotiating,54,2020-07-28,2020-07-26,Jon Boyd
9585,Referral,Prospect,54,2024-08-28,2024-08-27,Jon Boyd
3035,Referral,Closed Won,54,2021-06-17,2021-06-12,Jon Boyd
8555,Referral,Lead,1057,2023-12-12,2023-12-10,Jon Boyd
2984,Referral,Negotiating,53,2020-12-12,2020-12-07,Jon Boyd
372,Referral,Negotiating,53,2024-06-05,2024-05-30,Jon Boyd
1349,Referral,Closed Won,53,2020-03-25,2020-03-18,Jon Boyd
8728,Referral,Closed Won,53,2022-01-01,2021-12-28,Jon Boyd
94,Referral,Negotiating,53,2021-02-06,2021-02-01,Jon Boyd
3980,Referral,Closed Won,53,2020-12-28,2020-12-24,Jon Boyd
4733,Referral,Negotiating,53,2021-04-01,2021-03-30,Jon Boyd
6130,Referral,Closed Won,53,2024-04-03,2024-03-27,Jon Boyd
1575,Referral,Lead,41,2020-12-19,2020-12-16,Jon Boyd
3207,Referral,Closed Won,53,2020-11-17,2020-11-11,Jon Boyd
7154,Referral,Closed Won,53,2021-12-16,2021-12-11,Jon Boyd
8452,Referral,Lead,1680,2020-05-01,2020-04-29,Jon Boyd
5952,Referral,Lead,234,2024-03-06,2024-03-06,Jon Boyd
2627,Referral,Prospect,53,2024-10-25,2024-10-23,Jon Boyd
2231,Referral,Closed Won,53,2020-04-06,2020-04-01,Jon Boyd
3990,Referral,Negotiating,53,2020-11-28,2020-11-26,Jon Boyd
7578,Referral,Negotiating,53,2020-11-08,2020-11-03,Jon Boyd
8019,Referral,Negotiating,53,2024-10-20,2024-10-18,Jon Boyd
909,Referral,Closed Won,53,2024-01-04,2024-12-31,Jon Boyd
7462,Referral,Negotiating,53,2021-04-15,2021-04-12,Jon Boyd
9531,Referral,Negotiating,53,2024-07-13,2024-07-09,Jon Boyd
9227,Referral,Prospect,53,2024-11-05,2024-11-05,Jon Boyd
3667,Referral,Closed Won,53,2020-12-14,2020-12-09,Jon Boyd
8922,Referral,Closed Won,53,2023-10-09,2023-10-05,Jon Boyd
3333,Referral,Negotiating,53,2024-12-21,2024-12-15,Jon Boyd
8732,Referral,Closed Won,53,2021-08-07,2021-08-01,Jon Boyd
7149,Referral,Closed Won,53,2023-06-18,2023-06-13,Jon Boyd
5110,Referral,Closed Won,53,2020-10-23,2020-10-19,Jon Boyd
531,Referral,Closed Won,53,2021-09-08,2021-09-04,Jon Boyd
175,Referral,Closed Won,52,2020-09-20,2020-09-15,Jon Boyd
5269,Referral,Negotiating,52,2024-11-22,2024-11-17,Jon Boyd
4789,Referral,Closed Won,52,2021-12-17,2021-12-12,Jon Boyd
2908,Referral,Negotiating,52,2024-11-10,2024-11-04,Jon Boyd
2878,Referral,Closed Won,52,2023-01-20,2023-01-16,Jon Boyd
210,Referral,Negotiating,52,2024-12-08,2024-12-02,Jon Boyd
3025,Referral,Closed Won,52,2021-11-14,2021-11-09,Jon Boyd
3630,Referral,Negotiating,52,2024-12-01,2024-11-27,Jon Boyd
1458,Referral,Closed Won,52,2021-08-22,2021-08-18,Jon Boyd
1478,Referral,Closed Won,52,2023-11-18,2023-11-14,Jon Boyd
9925,Referral,Lead,24,2021-03-24,2021-03-21,Jon Boyd
4996,Referral,Closed Won,52,2020-11-11,2020-11-05,Jon Boyd
7856,Referral,Negotiating,52,2024-12-13,2024-12-08,Jon Boyd
9136,Referral,Closed Won,52,2023-04-18,2023-04-13,Jon Boyd
4195,Referral,Closed Won,52,2021-06-23,2021-06-19,Jon Boyd
3228,Referral,Lead,230,2020-10-06,2020-10-03,Jon Boyd
8589,Referral,Closed Won,52,2021-05-23,2021-05-16,Jon Boyd
7459,Referral,Lead,1197,2021-04-19,2021-04-17,Jon Boyd
6154,Referral,Prospect,52,2024-04-24,2024-04-21,Jon Boyd
2891,Referral,Negotiating,52,2020-05-02,2020-04-30,Jon Boyd
867,Online Ad,Closed Won,52,2020-01-16,2020-01-11,Jon Boyd
9259,Online Ad,Negotiating,52,2020-02-16,2020-02-12,Jon Boyd
7419,Referral,Negotiating,52,2023-03-16,2023-03-14,Jon Boyd
9636,Referral,Lead,1629,2020-10-18,2020-10-15,Jon Boyd
295,Referral,Lead,230,2020-12-29,2020-12-27,Jon Boyd
9207,Referral,Prospect,52,2023-04-22,2023-04-22,Jon Boyd
3111,Referral,Closed Won,52,2023-07-23,2023-07-18,Jon Boyd
8758,Referral,Closed Won,52,2023-07-27,2023-07-23,Jon Boyd
8414,Referral,Closed Won,52,2023-12-22,2023-12-18,Jon Boyd
6365,Referral,Negotiating,52,2024-11-26,2024-11-22,Jon Boyd
1156,Referral,Lead,2244,2020-12-22,2020-12-21,Jon Boyd
8286,Referral,Negotiating,52,2021-12-27,2021-12-22,Jon Boyd
6958,Referral,Closed Won,52,2023-07-20,2023-07-15,Jon Boyd
4372,Referral,Closed Won,52,2023-11-11,2023-11-06,Jon Boyd
4632,Referral,Negotiating,52,2024-08-09,2024-08-04,Jon Boyd
9185,Referral,Negotiating,52,2024-08-12,2024-08-08,Jon Boyd
3341,Referral,Prospect,52,2024-08-23,2024-08-22,Jon Boyd
5794,Referral,Prospect,52,2024-10-03,2024-09-30,Jon Boyd
2557,Referral,Closed Won,52,2023-10-15,2023-10-09,Jon Boyd
7212,Referral,Closed Won,52,2023-06-07,2023-06-03,Jon Boyd
5294,Referral,Closed Won,52,2021-12-31,2021-12-27,Jon Boyd
9714,Referral,Closed Won,52,2020-11-11,2020-11-06,Jon Boyd
9477,Referral,Negotiating,52,2021-06-06,2021-06-01,Jon Boyd
7094,Referral,Closed Won,52,2021-01-14,2021-01-10,Jon Boyd
5140,Referral,Negotiating,52,2024-10-06,2024-09-30,Jon Boyd
581,Referral,Closed Won,52,2021-09-15,2021-09-11,Jon Boyd
743,Referral,Closed Won,52,2023-09-02,2023-08-28,Jon Boyd
1769,Referral,Closed Won,51,2020-03-27,2020-03-23,Jon Boyd
7778,Referral,Closed Won,51,2021-01-01,2020-12-28,Jon Boyd
5093,Referral,Closed Won,51,2021-05-28,2021-05-24,Jon Boyd
5213,Referral,Prospect,51,2023-09-27,2023-09-27,Jon Boyd
517,Referral,Closed Won,51,2024-01-28,2024-01-23,Jon Boyd
6155,Referral,Prospect,51,2024-04-24,2024-04-21,Jon Boyd
462,Referral,Closed Won,51,2021-12-23,2021-12-16,Jon Boyd
98,Referral,Prospect,51,2024-06-21,2024-06-18,Jon Boyd
891,Referral,Negotiating,51,2024-06-27,2024-06-21,Jon Boyd
8101,Referral,Lead,3358,2023-03-14,2023-03-11,Jon Boyd
9343,Referral,Closed Won,51,2023-03-19,2023-03-14,Jon Boyd
837,Referral,Negotiating,51,2020-09-14,2020-09-09,Jon Boyd
6657,Referral,Closed Won,51,2024-02-28,2024-02-21,Jon Boyd
6209,Referral,Negotiating,51,2024-10-04,2024-09-30,Jon Boyd
9944,Referral,Closed Won,51,2021-01-04,2020-12-29,Jon Boyd
3221,Referral,Closed Won,51,2021-10-09,2021-10-03,Jon Boyd
1327,Referral,Closed Won,51,2021-06-19,2021-06-15,Jon Boyd
6362,Referral,Closed Won,51,2020-12-01,2020-11-26,Jon Boyd
6206,Referral,Negotiating,51,2023-10-25,2023-10-21,Jon Boyd
3300,Referral,Closed Won,51,2020-11-23,2020-11-19,Jon Boyd
6199,Referral,Closed Won,51,2021-11-18,2021-11-14,Jon Boyd
7929,Referral,Negotiating,51,2024-11-25,2024-11-21,Jon Boyd
9616,Referral,Lead,2034,2020-11-14,2020-11-12,Jon Boyd
6891,Referral,Negotiating,51,2024-09-23,2024-09-19,Jon Boyd
765,Online Ad,Negotiating,51,2020-01-16,2020-01-14,Jon Boyd
2846,Referral,Prospect,51,2024-11-21,2024-11-18,Jon Boyd
4334,Referral,Closed Won,51,2021-12-28,2021-12-22,Jon Boyd
3348,Referral,Closed Won,51,2021-08-21,2021-08-14,Jon Boyd
61,Referral,Lead,48,2023-06-19,2023-06-18,Jon Boyd
6729,Referral,Closed Won,51,2023-11-10,2023-11-05,Jon Boyd
3389,Referral,Negotiating,50,2024-10-12,2024-10-08,Jon Boyd
5295,Referral,Negotiating,50,2024-08-20,2024-08-16,Jon Boyd
7832,Referral,Closed Won,50,2021-05-02,2021-04-27,Jon Boyd
8675,Referral,Closed Won,50,2024-02-22,2024-02-17,Jon Boyd
6701,Referral,Negotiating,50,2024-07-26,2024-07-22,Jon Boyd
6510,Cold Call,Negotiating,50,2024-12-27,2024-12-21,Jon Boyd
9855,Referral,Negotiating,50,2024-06-24,2024-06-20,Jon Boyd
6503,Referral,Closed Won,50,2020-11-07,2020-11-03,Jon Boyd
7059,Referral,Prospect,50,2023-12-12,2023-12-12,Jon Boyd
9128,Referral,Negotiating,50,2024-06-02,2024-05-26,Jon Boyd
2770,Referral,Closed Won,50,2021-04-08,2021-04-03,Jon Boyd
7798,Referral,Lead,47,2024-03-28,2024-03-25,Jon Boyd
8882,Referral,Negotiating,50,2023-07-04,2023-07-01,Jon Boyd
5155,Referral,Lead,28,2021-08-09,2021-08-08,Jon Boyd
9769,Referral,Negotiating,50,2024-12-15,2024-12-08,Jon Boyd
2556,Referral,Closed Won,50,2021-10-01,2021-09-27,Jon Boyd
9376,Referral,Negotiating,50,2021-12-20,2021-12-15,Jon Boyd
1624,Referral,Negotiating,50,2024-07-16,2024-07-09,Jon Boyd
739,Referral,Closed Won,50,2020-09-13,2020-09-09,Jon Boyd
396,Referral,Negotiating,50,2024-10-20,2024-10-18,Jon Boyd
780,Referral,Lead,24,2021-08-24,2021-08-22,Jon Boyd
4864,Referral,Closed Won,50,2023-11-15,2023-11-11,Jon Boyd
6381,Referral,Closed Won,50,2020-04-14,2020-04-09,Jon Boyd
7256,Referral,Closed Won,50,2023-06-05,2023-05-31,Jon Boyd
2897,Referral,Closed Won,50,2020-04-04,2020-03-31,Jon Boyd
8500,Referral,Negotiating,50,2020-03-09,2020-03-06,Jon Boyd
6591,Referral,Lead,10,2020-03-27,2020-03-24,Jon Boyd
1863,Referral,Prospect,50,2020-11-13,2020-11-13,Jon Boyd
8440,Referral,Closed Won,50,2024-03-18,2024-03-15,Jon Boyd
7542,Referral,Negotiating,50,2024-12-07,2024-12-03,Jon Boyd
6672,Referral,Negotiating,50,2020-08-28,2020-08-24,Jon Boyd
4559,Referral,Closed Won,50,2021-01-06,2021-01-01,Jon Boyd
4284,Referral,Lead,1104,2020-12-24,2020-12-21,Jon Boyd
9192,Referral,Closed Won,50,2021-08-26,2021-08-22,Jon Boyd
2381,Referral,Closed Won,50,2023-05-11,2023-05-07,Jon Boyd
4299,Referral,Negotiating,50,2024-08-27,2024-08-24,Jon Boyd
7245,Referral,Prospect,50,2024-05-26,2024-05-23,Jon Boyd
3744,Referral,Closed Won,50,2023-01-22,2023-01-16,Jon Boyd
1265,Referral,Lead,42,2023-10-03,2023-10-02,Jon Boyd
1300,Referral,Lead,27,2021-10-08,2021-10-05,Jon Boyd
5764,Referral,Lead,1449,2021-11-06,2021-11-04,Jon Boyd
2774,Referral,Closed Won,49,2023-11-27,2023-11-23,Jon Boyd
7218,Referral,Lead,63,2021-05-07,2021-05-04,Jon Boyd
4204,Referral,Negotiating,49,2020-11-03,2020-11-01,Jon Boyd
6335,Referral,Closed Won,49,2020-07-16,2020-07-12,Jon Boyd
7570,Referral,Closed Won,49,2020-12-11,2020-12-06,Jon Boyd
